Unnamed: 0,Authors,Title,Year,Link,Authors with Affiliations,Abstract,first_country,first_aff_cat,first_aff_cat_UN,title_tsne_2d,abstract_tsne_2d,title_tsne_3d,abstract_tsne_3d,title_umap_2d,abstract_umap_2d,title_umap_3d,abstract_umap_3d
85,Yin-Jyun Luo;Li Su,Learning Domain-Adaptive Latent Representations of Music Signals Using Variational Autoencoders,2018,https://doi.org/10.5281/zenodo.1492501,"Yin-Jyun Luo+Institute of Information Science, Academia Sinica>TWN>education|Unknown>Unknown>Unknown;Li Su+Institute of Information Science, Academia Sinica>TWN>education|Unknown>Unknown>Unknown","In this paper, we tackle the problem of domain-adaptive representation learning for music processing. Domain adaptation is an approach aiming to eliminate the distributional discrepancy of the modeling data, so as to transfer learnable knowledge from one domain to another. With its great success in the fields of computer vision and natural language processing, domain adaptation also shows great potential in music processing, for music is essentially a highly-structured semantic system having domaindependent information. Our proposed model contains a Variational Autoencoder (VAE) that encodes the training data into a latent space, and the resulting latent representations along with its model parameters are then reused to regularize the representation learning of the downstream task where the data are in the other domain. The experiments on cross-domain music alignment, namely an audioto-MIDI alignment, and a monophonic-to-polyphonic music alignment of singing voice show that the learned representations lead to better higher alignment accuracy than that using conventional features. Furthermore, a preliminary experiment on singing voice source separation, by regarding the mixture and the voice as two distinct domains, also demonstrates the capability to solve music processing problems from the perspective of domain-adaptive representation learning.",TWN,education,Developing economies,"[-7.1626415, -9.96727]","[-50.729805, 5.7132335]","[-11.459513, 12.286331, 9.802184]","[-22.003298, 0.81862, -22.60843]","[10.810912, 9.678977]","[8.82429, 6.7164664]","[10.787485, 14.004404, 2.2245986]","[7.3620443, 4.771837, 2.6847427]"
86,Stefan Lattner;Maarten Grachten;Gerhard Widmer,Learning Interval Representations from Polyphonic Music Sequences,2018,https://doi.org/10.5281/zenodo.1492503,"Stefan Lattner+Institute of Computational Perception, JKU Linz>AUT>education|Sony Computer Science Laboratories (CSL)>FRA>company;Maarten Grachten+Institute of Computational Perception, JKU Linz>AUT>education|Sony Computer Science Laboratories (CSL)>FRA>company;Gerhard Widmer+Institute of Computational Perception, JKU Linz>AUT>education|Sony Computer Science Laboratories (CSL)>FRA>company","Many music theoretical constructs (such as scale types, modes, cadences, and chord types) are defined in terms of pitch intervals—relative distances between pitches. Therefore, when computer models are employed in music tasks, it can be useful to operate on interval representations rather than on the raw musical surface. Moreover, interval representations are transposition-invariant, valuable for tasks like audio alignment, cover song detection and music structure analysis. We employ a gated autoencoder to learn fixed-length, invertible and transposition-invariant interval representations from polyphonic music in the symbolic domain and in audio. An unsupervised training method is proposed yielding an organization of intervals in the representation space which is musically plausible. Based on the representations, a transposition-invariant self-similarity matrix is constructed and used to determine repeated sections in symbolic music and in audio, yielding competitive results in the MIREX task ""Discovery of Repeated Themes and Sections"".",AUT,education,Developed economies,"[-1.317256, -8.589017]","[-37.44239, 9.520688]","[-7.9706807, 7.08223, 7.597912]","[-22.52036, 8.344535, -15.508735]","[10.774149, 9.597865]","[8.440068, 5.9266725]","[10.944564, 14.33905, 1.8677961]","[7.785827, 4.275309, 2.1213293]"
87,Louis Spinelli;Josephine Lau;Liz Pritchard;Jin Ha Lee,Influences on the Social Practices Surrounding Commercial Music Services: A Model for Rich Interactions,2018,https://doi.org/10.5281/zenodo.1492505,Louis Spinelli+University of Washington>USA>education;Josephine Lau+University of Washington>USA>education;Liz Pritchard+University of Washington>USA>education;Jin Ha Lee+University of Washington>USA>education,"Music can play an important role in social experiences and interactions. Technologies in-use affect these experiences and interactions and as they continue to evolve, social behaviors and norms surrounding them also evolve. In this paper, we explore the social aspects of commercial music services through focus group observation and interview data. We seek to better understand how existing services are used for social music practices and can be improved. We identified 9 social practices and 24 influences surrounding commercial music services. Based on the user data, we created a model of these practices and influences that provides a lens through which social experiences surrounding commercial music services can be understood. An understanding of these social practices within their contextual ecosystem help inform what influences should be considered when designing new technologies. Our findings include the identification of: the underlying relationships between practices and their influences; practices and influences that inform the weight of relationships in social networks; social norms to be considered when designing social features; influences that add additional insight to previously observed behaviors; and a detailed explanation of how music selection and listening practices can be supported by commercial music services.",USA,education,Developed economies,"[33.55331, 24.035465]","[37.369904, 36.185818]","[19.738209, 16.165958, -12.231979]","[7.7605014, 9.519494, 31.939844]","[14.188035, 9.624424]","[3.6824744, 2.728024]","[12.5846615, 17.226677, 1.5902323]","[3.748205, 2.438139, 0.5329332]"
88,Christine Bauer;Markus Schedl,Investigating Cross-Country Relationship between Users' Social Ties and Music Mainstreaminess,2018,https://doi.org/10.5281/zenodo.1492507,Christine Bauer+Johannes Kepler University Linz>AUT>education;Markus Schedl+Johannes Kepler University Linz>AUT>education,"We investigate the complex relationship between the factors (i) preference for music mainstream, (ii) social ties in an online music platform, and (iii) demographics. We define (i) on a global and a country level, (ii) by several network centrality measures such as Jaccard index among users' connections, closeness centrality, and betweenness centrality, and (iii) by country and age information. Using the LFM-1b dataset of listening events of Last.fm users, we are able to uncover country-dependent differences in consumption of mainstream music as well as in user behavior with respect to social ties and users' centrality. We could identify that users inclined to mainstream music tend to have stronger connections than the group of less mainstreamy users. Furthermore, our analysis revealed that users typically have less connections within a country than cross-country ones, with the first being stronger social ties, though. Results will help building better user models of listeners and in turn improve personalized music retrieval and recommendation algorithms.",AUT,education,Developed economies,"[34.456944, 22.635956]","[33.716007, 29.194641]","[17.949272, 17.413195, -7.47423]","[13.597993, 12.454449, 23.12029]","[14.05895, 9.822348]","[4.1458397, 3.638239]","[12.578442, 17.16466, 1.8728927]","[3.8931055, 2.9510245, -0.04704882]"
89,Kosetsu Tsukuda;Satoru Fukayama;Masataka Goto,Listener Anonymizer: Camouflaging Play Logs to Preserve User's Demographic Anonymity,2018,https://doi.org/10.5281/zenodo.1492509,Kosetsu Tsukuda+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility;Satoru Fukayama+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility;Masataka Goto+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility,"When a user signs up with an online music service, she is often requested to register her demographic attributes such as age, gender, and nationality. Even if she does not input such information, it has been reported that user attributes can be predicted with high accuracy by using her play log. How can users enjoy music when using an online music service while preserving their demographic anonymity? To solve this problem, we propose a system called Listener Anonymizer. Listener Anonymizer monitors the user's play log. When it detects that her confidential attributes can be predicted, it selects songs that can decrease the prediction accuracy and recommends them to her. The user can camouflage her play logs by playing these songs to preserve her demographic anonymity. Since such songs do not always match her music taste, selecting as few songs as possible that can effectively anonymize her attributes is required. Listener Anonymizer realizes this by selecting songs based on feature ablation analysis. Our experimental results using Last.fm play logs showed that Listener Anonymizer was able to preserve anonymity with fewer songs than a method that randomly selected songs.",JPN,facility,Developed economies,"[35.194275, 32.78396]","[36.619785, 25.13984]","[26.776869, 13.407221, -15.527143]","[9.880011, 9.972553, 21.256365]","[14.31483, 9.219132]","[4.3963304, 3.2215276]","[12.028224, 17.269361, 1.7214638]","[4.05654, 2.5855994, -0.26463965]"
90,Elad Liebman;Corey N. White;Peter Stone,On the Impact of Music on Decision Making in Cooperative Tasks,2018,https://doi.org/10.5281/zenodo.1492511,Elad Liebman+The University of Texas at Austin>USA>education|The University of Texas at Austin>USA>education;Corey N. White+Missouri Western State University>USA>education;Peter Stone+The University of Texas at Austin>USA>education,"Numerous studies have demonstrated that mood affects emotional and cognitive processing. Previous work has established that music-induced mood can measurably alter people's behavior in different contexts. However, the nature of how decision-making is affected by music in social settings hasn't been sufficiently explored. The goal of this study is to examine which aspects of people's decision making in inter-social tasks are affected when exposed to music. For this purpose, we devised an experiment in which people drove a simulated car through an intersection while listening to music. The intersection was not empty, as another simulated vehicle, controlled autonomously, was also crossing the intersection in a different direction. Our results indicate that music indeed alters people's behavior with respect to this social task. To further understand the correspondence between auditory features and decision making, we have also studied how individual aspects of music affected response patterns.",USA,education,Developed economies,"[36.22683, 17.338272]","[31.721254, 42.142162]","[20.191692, 26.552656, -9.412122]","[7.390677, 4.216205, 36.07872]","[14.038982, 9.95642]","[3.5793009, 2.9528663]","[12.419626, 17.104017, 1.8373035]","[3.8550193, 2.908957, 0.9472613]"
91,Emmanouil Krasanakis;Emmanouil Schinas;Symeon Papadopoulos;Yiannis Kompatsiaris;Pericles Mitkas,VenueRank: Identifying Venues that Contribute to Artist Popularity,2018,https://doi.org/10.5281/zenodo.1492513,Emmanouil Krasanakis+CERTH-ITI>GRC>facility;Emmanouil Schinas+CERTH-ITI>GRC>facility|Aristotle University of Thessaloniki>GRC>education;Symeon Papadopoulos+CERTH-ITI>GRC>facility;Yiannis Kompatsiaris+CERTH-ITI>GRC>facility;Pericles Mitkas+Aristotle University of Thessaloniki>GRC>education,"An important problem in the live music industry is finding venues that help expose artists to wider audiences. However, it is often difficult to obtain live music audience data to tackle this task. In this work, we investigate whether important venues can instead be inferred through social media data. Our approach consists of employing bipartite graph ranking algorithms to help discover important venues in artist-venue graphs mined from Facebook. We use both well-established algorithms, such as BiRank, and a modification of their common iterative scheme that avoids the impact of possibly erroneous heuristics to the ranking, which we call VenueRank. Resulting venue ranks are compared to those obtained from feature extraction for predicting the most listened artists and large listener increments in Spotify. This comparison yields high correlation between venue importance for listener prediction and bipartite graph ranking algorithms, with VenueRank found more robust against overfitting.",GRC,facility,Developed economies,"[38.044273, 10.537876]","[32.838013, 27.448315]","[17.672981, 19.59343, -0.79203045]","[11.862606, 14.865542, 20.45306]","[13.561055, 10.1059265]","[4.512422, 3.8289645]","[12.273537, 16.713705, 2.3256223]","[4.1415534, 3.105124, -0.343131]"
92,Eva Zangerle;Martin Pichl,The Many Faces of Users: Modeling Musical Preference,2018,https://doi.org/10.5281/zenodo.1492515,Eva Zangerle+Universität Innsbruck>AUT>education;Martin Pichl+Universität Innsbruck>AUT>education,"User models that capture the musical preferences of users are central for many tasks in music information retrieval and music recommendation, yet, it has not been fully explored and exploited. To this end, the musical preferences of users in the context of music recommender systems have mostly been captured in collaborative filtering-based approaches. Alternatively, users can be characterized by their average listening behavior and hence, by the mean values of a set of content descriptors of tracks the users listened to. However, a user may listen to highly different tracks and genres. Thus, computing the average of all tracks does not capture the user's listening behavior well. We argue that each user may have many different preferences that depend on contextual aspects (e.g., listening to classical music when working and hard rock when doing sports) and that user models should account for these different sets of preferences. In this paper, we provide a detailed analysis and evaluation of different user models that describe a user's musical preferences based on acoustic features of tracks the user has listened to.",AUT,education,Developed economies,"[39.142654, 20.918478]","[40.77672, 25.102913]","[23.48749, 23.135843, -8.229226]","[14.299499, 7.8688397, 19.568443]","[14.181684, 9.881207]","[4.38203, 3.425336]","[12.4168215, 17.120216, 1.8471155]","[3.8932014, 2.7002122, -0.5573033]"
93,Jiyoung Park;Jongpil Lee;Jangyeon Park;Jung-Woo Ha;Juhan Nam,Representation Learning of Music Using Artist Labels,2018,https://doi.org/10.5281/zenodo.1492517,Jiyoung Park+NAVER Corp.>KOR>company;Jongpil Lee+KAIST>KOR>education;Jangyeon Park+NAVER Corp.>KOR>company;Jung-Woo Ha+NAVER Corp.>KOR>company;Juhan Nam+KAIST>KOR>education,"In music domain, feature learning has been conducted mainly in two ways: unsupervised learning based on sparse representations or supervised learning by semantic labels such as music genre. However, finding discriminative features in an unsupervised way is challenging and supervised feature learning using semantic labels may involve noisy or expensive annotation. In this paper, we present a supervised feature learning approach using artist labels annotated in every single track as objective meta data. We propose two deep convolutional neural networks (DCNN) to learn the deep artist features. One is a plain DCNN trained with the whole artist labels simultaneously, and the other is a Siamese DCNN trained with a subset of the artist labels based on the artist identity. We apply the trained models to music classification and retrieval tasks in transfer learning settings. The results show that our approach is comparable to previous state-of-the-art methods, indicating that the proposed approach captures general music audio features as much as the models learned with semantic labels. Also, we discuss the advantages and disadvantages of the two models.",KOR,company,Developing economies,"[-4.470836, -5.8973656]","[-32.85214, 13.301988]","[-4.4134564, 12.01979, 11.44687]","[3.5076022, -2.5684142, -22.598518]","[11.068426, 9.889874]","[7.3584213, 5.3089657]","[11.026259, 14.515712, 2.3297627]","[6.7942863, 5.006832, 1.4699968]"
94,Gabriele Medeot;Srikanth Cherla;Katerina Kosta;Matt McVicar;Samer Abdallah;Marco Selvi;Ed Newton-Rex;Kevin Webster,StructureNet: Inducing Structure in Generated Melodies,2018,https://doi.org/10.5281/zenodo.1492519,Gabriele Medeot+Jukedeck Ltd.>GBR>company;Srikanth Cherla+Jukedeck Ltd.>GBR>company;Katerina Kosta+Jukedeck Ltd.>GBR>company;Matt McVicar+Jukedeck Ltd.>GBR>company;Samer Abdallah+Jukedeck Ltd.>GBR>company;Marco Selvi+Jukedeck Ltd.>GBR>company;Ed Newton-Rex+Jukedeck Ltd.>GBR>company;Kevin Webster+Imperial College London>GBR>education,"We present the StructureNet - a recurrent neural network for inducing structure in machine-generated compositions. This model resides in a musical structure space and works in tandem with a probabilistic music generation model as a modifying agent. It favourably biases the probabilities of those notes that result in the occurrence of structural elements it has learnt from a dataset. It is extremely flexible in that it is able to work with any such probabilistic model, it works well when training data is limited, and the types of structure it can be made to induce are highly customisable. We demonstrate through our experiments on a subset of the Nottingham dataset that melodies generated by a recurrent neural network based melody model are indeed more structured in the presence of the StructureNet.",GBR,company,Developed economies,"[2.0198488, -22.47532]","[-45.119297, 11.376718]","[-14.136167, 9.358926, -15.3193865]","[-23.212017, 2.3215568, -12.725925]","[9.219106, 10.088348]","[8.135997, 6.6602435]","[9.305215, 14.475628, 2.4216194]","[7.4634604, 4.0421042, 2.4905534]"
95,Diego Furtado Silva;Felipe Falcão;Nazareno Andrade,Summarizing and Comparing Music Data and Its Application on Cover Song Identification,2018,https://doi.org/10.5281/zenodo.1492521,Diego Furtado Silva+Universidade Federal de São Carlos>BRA>education;Felipe Vieira Falcão+Universidade Federal de Campina Grande>BRA>education;Nazareno Andrade+Universidade Federal de Campina Grande>BRA>education,"While there is a multitude of music information retrieval algorithms that have distance functions as their core procedure, comparing the similarity between recordings is a costly procedure. At the same, the recent growth of digital music repositories makes necessary the development of novel time- and memory-efficient algorithms to deal with music data. One particularly interesting idea on the literature is transforming the music data into reduced representations, improving the memory usage and reducing the time necessary to assess the similarity. However, these techniques usually add other issues, such as an expensive preprocessing or a reduced retrieval performance. In this paper, we propose a novel method to summarize a recording in small snippets based on its self-similarity information. Besides, we present a simple way to compare other recordings to these summaries. We demonstrate, in the scenario of cover song identification, that our method is more than one order of magnitude faster than state-of-the-art adversaries, at the same time that the retrieval performance is not affected significantly. Additionally, our method is incremental, which allows the easy and fast update of the database when a new song needs to be inserted into the retrieval system.",BRA,education,Developing economies,"[27.867197, -1.8034045]","[20.435978, 0.3211329]","[4.3560405, -0.60965174, -31.008726]","[13.95164, 0.79408765, 2.8365495]","[10.951307, 13.212271]","[6.718068, 2.9630089]","[9.272417, 17.649717, 0.50472754]","[6.2916794, 3.0503774, -0.9472572]"
96,Wei Tsung Lu;Li Su,Transferring the Style of Homophonic Music Using Recurrent Neural Networks and Autoregressive Model,2018,https://doi.org/10.5281/zenodo.1492523,"Wei-Tsung Lu+Institute of Information Science, Academia Sinica>TWN>education|Unknown>Unknown>Unknown;Li Su+Institute of Information Science, Academia Sinica>TWN>education","Utilizing deep learning techniques to generate musical contents has caught wide attention in recent years. Within this context, this paper investigates a specific problem related to music generation, music style transfer. This practical problem aims to alter the style of a given music piece from one to another while preserving the essence of that piece, such as melody and chord progression. In particular, we discuss the style transfer of homophonic music, composed of a predominant melody part and an accompaniment part, where the latter is modified through Gibbs sampling on a generative model combining recurrent neural networks and autoregressive models. Both objective and subjective test experiment are performed to assess the performance of transferring the style of an arbitrary music piece having a homophonic texture into two different distinct styles, Bachs chorales and Jazz.",TWN,education,Developing economies,"[-17.70688, -11.525613]","[-46.227657, 12.48245]","[-24.023514, 4.4962716, -2.9005218]","[-25.028223, 3.6659648, -12.199077]","[9.246147, 8.814836]","[8.183158, 6.666766]","[10.353915, 13.602964, 1.6880322]","[7.4254656, 3.9022374, 2.5712461]"
97,Gino Brunner;Andres Konrad;Yuyi Wang;Roger Wattenhofer,MIDI-VAE: Modeling Dynamics and Instrumentation of Music with Applications to Style Transfer,2018,https://doi.org/10.5281/zenodo.1492525,Gino Brunner+ETH Zurich>CHE>education;Andres Konrad+ETH Zurich>CHE>education;Yuyi Wang+ETH Zurich>CHE>education;Roger Wattenhofer+ETH Zurich>CHE>education,"We introduce MIDI-VAE, a neural network model based on Variational Autoencoders that is capable of handling polyphonic music with multiple instrument tracks, as well as modeling the dynamics of music by incorporating note durations and velocities. We show that MIDI-VAE can perform style transfer on symbolic music by automatically changing pitches, dynamics and instruments of a music piece from, e.g., a Classical to a Jazz style. We evaluate the efficacy of the style transfer by training separate style validation classifiers. Our model can also interpolate between short pieces of music, produce medleys and create mixtures of entire songs. The interpolations smoothly change pitches, dynamics and instrumentation to create a harmonic bridge between two music pieces. To the best of our knowledge, this work represents the first successful attempt at applying neural style transfer to complete musical compositions.",CHE,education,Developed economies,"[-33.343605, -5.559238]","[-48.118217, 9.798449]","[-20.692188, 6.7313414, 12.568044]","[-23.284592, -1.6475283, -13.900935]","[9.872018, 7.07066]","[8.451304, 6.684419]","[11.708126, 13.113701, 0.9084748]","[7.5457163, 4.1253414, 2.6386154]"
98,Saumitra Mishra;Bob L. Sturm;Simon Dixon,Understanding a Deep Machine Listening Model Through Feature Inversion,2018,https://doi.org/10.5281/zenodo.1492527,Saumitra Mishra+Queen Mary University of London>GBR>education;Bob L. Sturm+Queen Mary University of London>GBR>education;Simon Dixon+Queen Mary University of London>GBR>education,"Methods for interpreting machine learning models can help one understand their global and/or local behaviours, and thereby improve them. In this work, we apply a global analysis method to a machine listening model, which essentially inverts the features generated in a model back into an interpretable form like a sonogram. We demonstrate this method for a state-of-the-art singing voice detection model. We train up-convolutional neural networks to invert the feature generated at each layer of the model. The results suggest that the deepest fully connected layer of the model does not preserve temporal and harmonic structures, but that the inverted features from the deepest convolutional layer do. Moreover, a qualitative analysis of a large number of inputs suggests that the deepest layer in the model learns a decision function as the information it preserves depends on the class label associated with an input.",GBR,education,Developed economies,"[-11.168184, -6.1508064]","[-42.771797, -11.102294]","[-14.135128, 14.570334, 16.463196]","[-7.9235225, 7.2838926, -22.679846]","[10.894589, 10.248346]","[9.25094, 5.7330365]","[11.035912, 13.959623, 2.3029654]","[8.114447, 5.3520174, 1.538433]"
99,Tian Cheng;Satoru Fukayama;Masataka Goto,Comparing RNN Parameters for Melodic Similarity,2018,https://doi.org/10.5281/zenodo.1492529,Tian Cheng+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility;Satoru Fukayama+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility;Masataka Goto+National Institute of Advanced Industrial Science and Technology (AIST)>JPN>facility,"Melodic similarity is an important task in the Music Information Retrieval (MIR) domain, with promising applications including query by example, music recommendation and visualisation. Most current approaches compute the similarity between two melodic sequences by comparing their local features (distance between pitches, intervals, etc.) or by comparing the sequences after aligning them. In order to find a better feature representing global characteristics of a melody, we propose to represent the melodic sequence of each musical piece by the parameters of a generative Recurrent Neural Network (RNN) trained on its sequence. Because the trained RNN can generate the identical melodic sequence of each piece, we can expect that the RNN parameters contain the temporal information within the melody. In our experiment, we first train an RNN on all melodic sequences, and then use it as an initialisation to train an individual RNN on each melodic sequence. The similarity between two melodies is computed by using the distance between their individual RNN parameters. Experimental results showed that the proposed RNN-based similarity outperformed the baseline similarity obtained by directly comparing melodic sequences.",JPN,facility,Developed economies,"[14.89299, -6.3668656]","[-40.605007, 14.248996]","[-3.2942445, 9.82744, -6.855737]","[13.423148, -2.981353, -21.28029]","[10.691128, 10.898456]","[7.883385, 5.9867496]","[10.189062, 16.062351, 2.3581858]","[7.4047613, 4.508982, 2.0502791]"
100,Mathieu Lagrange;Mathias Rossignol;Grégoire Lafay,Visualization of Audio Data Using Stacked Graphs,2018,https://doi.org/10.5281/zenodo.1492531,"Mathieu Lagrange+LS2N, CNRS, École Centrale de Nantes>FRA>education|LS2N, CNRS>FRA>facility;Mathias Rossignol+LS2N, CNRS, École Centrale de Nantes>FRA>education|LS2N, CNRS>FRA>facility;Grégoire Lafay+LS2N, CNRS, École Centrale de Nantes>FRA>education|LS2N, CNRS>FRA>facility","In this paper, we study the benefit of considering stacked graphs to display audio data. Thanks to a careful use of layering of the spectral information, the resulting display is both concise and intuitive. Compared to the spectrogram display, it allows the reader to focus more on the temporal aspect of the time/frequency decomposition while keeping an abstract view of the spectral information. The use of such a display is validated using two perceptual experiments that demonstrate the potential of the approach. The first considers the proposed display to perform an identification task of the musical instrument and the second considers the proposed display to evaluate the technical level of a musical performer. Both experiments show the potential of the display and potential applications scenarios in musical training are discussed.",FRA,education,Developed economies,"[3.038594, 19.838837]","[-23.182346, 30.764292]","[16.933935, -0.09558946, -20.276325]","[-10.323706, -14.649336, 2.7766373]","[12.375025, 7.6928167]","[9.759964, 2.704431]","[12.229355, 15.418411, 0.11403322]","[8.290456, 3.5833313, -0.104498796]"
101,Klaus Frieler;Frank Höger;Martin Pfleiderer;Simon Dixon,Two Web Applications for Exploring Melodic Patterns in Jazz Solos,2018,https://doi.org/10.5281/zenodo.1492533,Klaus Frieler+University of Music “Franz Liszt” Weimar>DEU>education;Frank Höger+University of Music “Franz Liszt” Weimar>DEU>education;Martin Pfliederer+University of Music “Franz Liszt” Weimar>DEU>education;Simon Dixon+Queen Mary University of London>GBR>education,"This paper presents two novel user interfaces for investigating the pattern content in monophonic jazz solos and exemplifies how these interfaces could be used for research on jazz improvisation. In jazz improvisation, patterns are of particular interest for the analysis of improvisation styles, the oral transmission of musical language, the practice of improvisation, and the psychology of creative processes. The ongoing project ""Dig That Lick"" is devoted to addressing these questions with the help of a large database of jazz solo transcriptions generated by automated melody extraction algorithms. To expose these transcriptions to jazz researchers, two prototypes of user interfaces were designed that work currently with the 456 manually transcribed jazz solos of the Weimar Jazz Database. The first one is a Shiny application that allows exploring a set of 653 of the most common patterns by eminent players. The second one is a web interface for a general two-staged pattern search in the Weimar Jazz Database featuring regular expressions. These applications aim on the one hand at an expert audience of jazz researchers to facilitate generating and testing hypotheses about patterns in jazz improvisation, and on the other hand at a wider audience of jazz teachers, students, and fans.",DEU,education,Developed economies,"[-2.647705, -19.969782]","[18.227203, -12.538505]","[-7.8010526, 4.000761, -5.121011]","[4.329223, -20.077152, 11.466243]","[9.580046, 10.042296]","[8.93318, 3.3613465]","[9.652677, 15.100954, 1.7870227]","[8.049485, 2.7003484, 0.31970242]"
102,Matthias Dorfer;Florian Henkel;Gerhard Widmer,"Learning to Listen, Read, and Follow: Score Following as a Reinforcement Learning Game",2018,https://doi.org/10.5281/zenodo.1492535,"Matthias Dorfer+Institute of Computational Perception, Johannes Kepler University Linz>AUT>education|The Austrian Research Institute for Artificial Intelligence (OFAI)>AUT>facility;Florian Henkel+Institute of Computational Perception, Johannes Kepler University Linz>AUT>education|The Austrian Research Institute for Artificial Intelligence (OFAI)>AUT>facility;Gerhard Widmer+Institute of Computational Perception, Johannes Kepler University Linz>AUT>education|The Austrian Research Institute for Artificial Intelligence (OFAI)>AUT>facility","Score following is the process of tracking a musical performance (audio) with respect to a known symbolic representation (a score). We start this paper by formulating score following as a multimodal Markov Decision Process, the mathematical foundation for sequential decision making. Given this formal definition, we address the score following task with state-of-the-art deep reinforcement learning (RL) algorithms such as synchronous advantage actor critic (A2C). In particular, we design multimodal RL agents that simultaneously learn to listen to music, read the scores from images of sheet music, and follow the audio along in the sheet, in an end-to-end fashion. All this behavior is learned entirely from scratch, based on a weak and potentially delayed reward signal that indicates to the agent how close it is to the correct position in the score. Besides discussing the theoretical advantages of this learning paradigm, we show in experiments that it is in fact superior compared to previously proposed methods for score following in raw sheet music images.",AUT,education,Developed economies,"[-18.564133, 22.884407]","[-58.57917, 9.731631]","[11.323789, -16.399954, 20.725689]","[6.77313, -9.235892, -17.90078]","[10.655246, 7.125566]","[8.2648, 6.0592318]","[11.991637, 13.790062, 0.25710744]","[7.855936, 4.516417, 2.4546702]"
103,Olivier Gouvert;Thomas Oberlin;Cédric Févotte,Matrix Co-Factorization for Cold-Start Recommendation,2018,https://doi.org/10.5281/zenodo.1492537,"Olivier Gouvert+IRIT, Université de Toulouse>FRA>education|CNRS>FRA>facility;Thomas Oberlin+IRIT, Université de Toulouse>FRA>education|CNRS>FRA>facility;Cédric Févotte+IRIT, Université de Toulouse>FRA>education|CNRS>FRA>facility","Song recommendation from listening counts is now a classical problem, addressed by different kinds of collaborative filtering (CF) techniques. Among them, Poisson matrix factorization (PMF) has raised a lot of interest, since it seems well-suited to the implicit data provided by listening counts. Additionally, it has proven to achieve state-ofthe-art performance while being scalable to big data. Yet, CF suffers from a critical issue, usually called cold-start problem: the system cannot recommend new songs, i.e., songs which have never been listened to. To alleviate this, one should complement the listening counts with another modality. This paper proposes a multi-modal extension of PMF applied to listening counts and tag labels extracted from the Million Song Dataset. In our model, every song is represented by the same activation pattern in each modality but with possibly different scales. As such, the method is not prone to the cold-start problem, i.e., it can learn from a single modality when the other one is not informative. Our model is symmetric (it equally uses both modalities) and we evaluate it on two tasks: new songs recommendation and tag labeling.",FRA,education,Developed economies,"[47.373806, 26.573856]","[42.93119, 25.95783]","[26.897646, 22.801107, 3.5000374]","[18.120632, 10.630115, 17.795303]","[14.909482, 10.043679]","[4.504624, 3.7161372]","[12.812319, 17.871597, 2.0629072]","[3.9355478, 2.9201856, -0.78247637]"
