Authors,Title,Year,Link,Authors with Affiliations,Abstract
Slim Essid;Gaël Richard;Bertrand David,Inferring Efficient Hierarchical Taxonomies for MIR Tasks: Application to Musical Instruments.,2005,https://doi.org/10.5281/zenodo.1416268,"Slim ESSID, GET-T´el´ecom Paris, CNRS LTCI;Ga¨el RICHARD, GET-T´el´ecom Paris, CNRS LTCI;Bertrand DAVID, GET-T´el´ecom Paris, CNRS LTCI","A number of approaches for automatic audio classification are based on hierarchical taxonomies since it is acknowledged that improved performance can be thereby obtained. In this paper, we propose a new strategy to automatically acquire hierarchical taxonomies, using machine learning methods, which are expected to maximize the performance of subsequent classification. It is shown that the optimal hierarchical taxonomy of musical instruments (in the sense of inter-class distances) does not follow the traditional and more intuitive instrument classification into instrument families."
Hiromasa Fujihara;Tetsuro Kitahara;Masataka Goto;Kazunori Komatani;Tetsuya Ogata;Hiroshi G. Okuno,Singer Identification Based on Accompaniment Sound Reduction and Reliable Frame Selection.,2005,https://doi.org/10.5281/zenodo.1418285,"Hiromasa Fujihara, Dept. of Intelligence Science and Technology;Tetsuro Kitahara, Dept. of Intelligence Science and Technology;Masataka Goto, National Institute of Advanced Industrial Science and Technology (AIST);Kazunori Komatani, Dept. of Intelligence Science and Technology;Tetsuya Ogata, Dept. of Intelligence Science and Technology;Hiroshi G. Okuno, Dept. of Intelligence Science and Technology","This paper describes a method for automatic singer identification from polyphonic musical audio signals including sounds of various instruments. The main problem in automatically identifying singers is the negative influences caused by accompaniment sounds. To solve this problem, the authors developed two methods: accompaniment sound reduction and reliable frame selection. Experimental results showed that their method was able to reduce the influences of accompaniment sounds and achieved an accuracy of 95%."
Shankar Vembu;Stephan Baumann 0001,Separation of Vocals from Polyphonic Audio Recordings .,2005,https://doi.org/10.5281/zenodo.1414852,"Shankar Vembu, German Research Centre for AI;Stephan Baumann, German Research Centre for AI","Source separation techniques like independent component analysis and non-negative matrix factorization are commonly used for separating individual tracks in music samples. However, these techniques struggle to separate non-stationary sources like speech or vocals. In this paper, the authors propose solutions for extracting vocal tracks from polyphonic audio recordings. They also present techniques for identifying vocal sections in a music sample and designing a classifier for vocal-nonvocal segmentation. Additionally, they describe an application for extracting the melody from the separated vocal track. The experimental work suggests that the quality of vocal source separation is not sufficient for further melody analysis, and further investigation is needed to improve the quality of vocal source separation."
Norman Casagrande;Douglas Eck;Balázs Kégl,Frame-Level Audio Feature Extraction Using AdaBoost.,2005,https://doi.org/10.5281/zenodo.1414718,"Norman Casagrande, University of Montreal;Douglas Eck, University of Montreal;Bal´azs K´egl, University of Montreal","In this paper we adapt an AdaBoost-based image processing algorithm to the task of predicting whether an audio signal contains speech or music. We derive a frame-level discriminator that is both fast and accurate. Using a simple FFT and no built-in prior knowledge of signal structure we obtain an accuracy of 88% on frames sampled at 20ms intervals. When we smooth the output of the classifier with the output of the previous 40 frames our forecast rate rises to 93% on the Scheirer-Slaney (Scheirer and Slaney, 1997) database. To demonstrate the efficiency and effectiveness of the model, we have implemented it as a graphical real-time plugin to the popular Winamp audio player."
Petri Toiviainen;Tuomas Eerola,Classification of Musical Metre with Autocorrelation and Discriminant Functions.,2005,https://doi.org/10.5281/zenodo.1416040,"Petri Toiviainen, Department of Music, University of Jyväskylä, Finland;Tuomas Eerola, Department of Music, University of Jyväskylä, Finland","The performance of autocorrelation-based metre induction was tested with two large collections of folk melodies, consisting of approximately 13,000 melodies in MIDI file format, for which the correct metres were available. The analysis included a number of melodic accents assumed to contribute to metric structure. The performance was measured by the proportion of melodies whose metre was correctly classified by Multiple Discriminant Analysis. Overall, the method predicted notated metre with an accuracy of 75% for classification into nine categories of metre. The most frequent confusions were made within the groups of duple and triple/compound metres, whereas confusions across these groups where significantly less frequent. In addition to note onset locations and note durations, Thomassen's melodic accent was found to be an important predictor of notated metre."
Masatoshi Hamanaka;Keiji Hirata;Satoshi Tojo,ATTA: Automatic Time-Span Tree Analyzer Based on Extended GTTM.,2005,https://doi.org/10.5281/zenodo.1415572,"Masatoshi Hamanaka, PRESTO, Japan Science and Technology Agency;Keiji Hirata, NTT Communication Science Laboratories;Satoshi Tojo, Japan Advanced Institute of Science and Technology","This paper describes a music analyzing system called the automatic time-span tree analyzer (ATTA), which we have developed. The ATTA derives a time-span tree that assigns a hierarchy of 'structural importance' to the notes of a piece of music based on the generative theory of tonal music (GTTM). Although the time-span tree has been applied with music summarization and collaborative music creation systems, these systems use time-span trees manually analyzed by experts in musicology. Previous systems based on GTTM cannot acquire a time-span tree without manual application of most of the rules, because GTTM does not resolve much of the ambiguity that exists with the application of the rules. To solve this problem, we propose a novel computational model of the GTTM that re-formalizes the rules with computer implementation. The main advantage of our approach is that we can introduce adjustable parameters, which enables us to assign priority to the rules. Our analyzer automatically acquires time-span trees by configuring the parameters that cover 26 rules out of 36 GTTM rules for constructing a time-span tree. Experimental results showed that after these parameters were tuned, our method outperformed a baseline performance. We hope to distribute the time-span tree as the content for various musical tasks, such as searching and arranging music."
Roger B. Dannenberg,"Toward Automated Holistic Beat Tracking, Music Analysis and Understanding.",2005,https://doi.org/10.5281/zenodo.1415246,"Roger B. Dannenberg, School of Computer Science Carnegie Mellon University","Most music processing focuses on analyzing specific features or elements such as pitch, beat location, tempo, or genre. However, music is interconnected at many levels, and the interplay of melody, harmony, and rhythm are important in perception. This paper presents a step towards more holistic music analysis by using music structure to constrain a beat tracking program. By incorporating structural information, the beat tracker shows a significant improvement. The implications of this work for other music analysis problems are discussed."
Kristoffer Jensen;Jieping Xu;Martin Zachariasen,Rhythm-Based Segmentation of Popular Chinese Music.,2005,https://doi.org/10.5281/zenodo.1418117,"Kristoffer Jensen, Department of Medialogy, University of Aalborg Esbjerg;Jieping Xu, School of Information, Renmin University;Martin Zachariasen, Department of Computer Science, University of Copenhagen","We present a new method to segment popular music based on rhythm. By computing a shortest path based on the self-similarity matrix calculated from a model of rhythm, segmenting boundaries are found along the diagonal of the matrix. The cost of a new segment is optimized by matching manual and automatic segment boundaries. We compile a small song database of 21 randomly selected popular Chinese songs which come from Chinese Mainland, Taiwan and Hong Kong. The segmenting results on the small corpus show that 78% manual segmentation points are detected and 74% automatic segmentation points are correct. Automatic segmentation achieved 100% correct detection for 5 songs. The results are very encouraging."
Frank Kurth;Meinard Müller;David Damm;Christian Fremerey;Andreas Ribbrock;Michael Clausen,Syncplayer - An Advanced System for Multimodal Music Access.,2005,https://doi.org/10.5281/zenodo.1416496,"Frank Kurth, Universit¨at Bonn;Meinard M¨uller, Universit¨at Bonn;David Damm, Universit¨at Bonn;Christian Fremerey, Universit¨at Bonn;Andreas Ribbrock, Universit¨at Bonn;Michael Clausen, Universit¨at Bonn","In this paper, we present the SyncPlayer system for multimodal presentation of high quality audio and associated music-related data. Using the SyncPlayer client interface, a user may play back an audio recording that is locally available on his computer. The recording is then identified by the SyncPlayer server, a process which is performed entirely content-based. Subsequently, the server delivers music-related data like scores or lyrics to the client, which are then displayed synchronously with audio playback using a multimodal visualization plug-in. In addition to visualization, the system provides functionality for content-based music retrieval and semi-manual content annotation. To the best of our knowledge, our system is moreover the first to systematically exploit automatically generated synchronization data for content-based symbolic browsing in high quality audio recordings. SyncPlayer has already proved to be a valuable tool for evaluating algorithms in MIR research on a larger scale. In this paper, we describe the technical background of the SyncPlayer framework in detail. We also give an overview of the underlying MIR techniques of audio matching, music synchronization, and text-based retrieval that are incorporated in the current version of the system."
Eric J. Isaacson,What You See Is What You Get: on Visualizing Music.,2005,https://doi.org/10.5281/zenodo.1415992,"Eric Isaacson, Indiana University School of Music","Though music is fundamentally an aural phenomenon, we often communicate about music through visual means. The paper examines a number of visualization techniques developed for music, focusing especially on those developed for music analysis by specialists in the field, but also looking at some less successful approaches. It is hoped that, by presenting them in this way, those in the MIR community will develop a greater awareness of the kinds of musical problems music scholars are concerned with, and might lend a hand toward addressing them."
Fabian Mörchen;Alfred Ultsch;Mario Nöcker;Christian Stamm,Databionic Visualization of Music Collections According to Perceptual Distance.,2005,https://doi.org/10.5281/zenodo.1417967,"Fabian Mörchen, Data Bionics Research Group;Alfred Ultsch, Data Bionics Research Group;Mario Nöcker, Data Bionics Research Group;Christian Stamm, Data Bionics Research Group","We describe the MusicMiner system for organizing large collections of music with databionic mining techniques. Low level audio features are extracted from the raw audio data on short time windows during which the sound is assumed to be stationary. Static and temporal statistics were consistently and systematically used for aggregation of low level features to form high level features. A supervised feature selection targeted to model perceptual distance between different sounding music lead to a small set of non-redundant sound features. Clustering and visualization based on these feature vectors can discover emergent structures in collections of music. Visualization based on Emergent Self-Organizing Maps in particular enables the unsupervised discovery of timbrally consistent clusters that may or may not correspond to musical genres and artists. We demonstrate the visualizations capabilities of the U-Map, displaying local sound differences based on the new audio features. An intuitive browsing of large music collections is offered based on the paradigm of topographic maps. The user can navigate the sound space and interact with the maps to play music or show the context of a song."
Masataka Goto;Takayuki Goto,"Musicream: New Music Playback Interface for Streaming, Sticking, Sorting, and Recalling Musical Pieces.",2005,https://doi.org/10.5281/zenodo.1415842,"Masataka Goto, National Institute of Advanced Industrial Science and Technology (AIST);Takayuki Goto, National Institute of Advanced Industrial Science and Technology (AIST)","This paper describes a novel music playback interface, called Musicream, which lets a user unexpectedly come across various musical pieces similar to those liked by the user. With most previous “query-by-example” interfaces used for similarity-based searching, for the same query and music collection a user will always receive the same list of musical pieces ranked by their similarity and opportunities to encounter unfamiliar musical pieces in the collection are limited. Musicream facilitates active, flexible, and unexpected encounters with musical pieces by providing four functions: the music-disc streaming function which creates a flow of many musical-piece entities (discs) from a (huge) music collection, the similarity-based sticking function which allows a user to easily pick out and listen to similar pieces from the flow, the meta-playlist function which can generate a playlist of playlists (ordered lists of pieces) while editing them with a high degree of freedom, and the time-machine function which automatically records all Musicream activities and allows a user to visit and retrieve a past state as if using a time machine. In our experiments, these functions were used seamlessly to achieve active and creative querying and browsing of music collections, confirming the effectiveness of Musicream."
Jean-Julien Aucouturier;François Pachet,Ringomatic: A Real-Time Interactive Drummer Using Constraint-Satisfaction and Drum Sound Descriptors.,2005,https://doi.org/10.5281/zenodo.1416532,"Jean-Julien Aucouturier, SONY CSL Paris;Franc¸ois Pachet, SONY CSL Paris","We describe a real-time musical agent that generates an audio drum-track by concatenating audio segments automatically extracted from pre-existing musical files. The drum-track can be controlled in real-time by specifying high-level properties (or constraints) holding on metadata automatically extracted from the audio segments. A constraint-satisfaction mechanism, based on local search, selects audio segments that best match those constraints at any time. We report on several drum track audio descriptors designed for the system. We also describe a basic mechanism for controlling the tradeoff between the agent’s autonomy and reactivity, which we illustrate with experiments made in the context of a virtual duet between the system and a human pianist."
Samer A. Abdallah;Katy C. Noland;Mark B. Sandler;Michael A. Casey;Christophe Rhodes,Theory and Evaluation of a Bayesian Music Structure Extractor.,2005,https://doi.org/10.5281/zenodo.1416018,"Samer Abdallah, Centre for Digital Music;Katy Noland, Centre for Digital Music;Mark Sandler, Centre for Digital Music;Michael Casey, Centre for Cognition, Computation and Culture;Christophe Rhodes, Centre for Cognition, Computation and Culture","We introduce a new model for extracting classiﬁed structural segments, such as intro, verse, chorus, break and so forth, from recorded music. Our approach is to classify signal frames on the basis of their audio properties and then to agglomerate contiguous runs of similarly classiﬁed frames into texturally homogenous (or ‘self-similar’) segments which inherit the classiﬁcaton of their constituent frames. Our work extends previous work on automatic structure extraction by addressing the classiﬁcation problem using using an unsupervised Bayesian clustering model, the parameters of which are estimated using a variant of the expectation maximisation (EM) algorithm which includes deterministic annealing to help avoid local optima. The model identiﬁes and classiﬁes all the segments in a song, not just the chorus or longest segment. We discuss the theory, implementation, and evaluation of the model, and test its performance against a ground truth of human judgements. Using an analogue of a precision-recall graph for segment boundaries, our results indicate an optimal trade-off point at approximately 80% precision for 80% recall."
Xavier Amatriain;Jordi Massaguer;David García;Ismael Mosquera,The CLAM Annotator: A Cross-Platform Audio Descriptors Editing Tool.,2005,https://doi.org/10.5281/zenodo.1416908,"Xavier Amatriain, CREATE;Jordi Massaguer, Universitat Pompeu Fabra;David Garcia, Universitat Pompeu Fabra;Ismael Mosquera, Universitat Pompeu Fabra","This paper presents the CLAM Annotator tool. This application has been developed in the context of the CLAM framework and can be used to manually edit any previously computed audio descriptors. The application offers a convenient GUI that allows to edit low-level frame descriptors, global descriptors of any kind and segmentation marks. It is designed in such a way that the interface adapts itself to a user-defined schema, offering possibilities to a large range of applications."
Tim Bell;David Blizzard;Richard D. Green;David Bainbridge 0001,Design of a Digital Music Stand.,2005,https://doi.org/10.5281/zenodo.1416290,,
Stuart Bray;George Tzanetakis,Distributed Audio Feature Extraction for Music.,2005,https://doi.org/10.5281/zenodo.1417563,"Stuart Bray, Computer Science Department, University of Victoria;George Tzanetakis, Computer Science Department (also in Music), University of Victoria","One of the important challenges facing music information retrieval (MIR) of audio signals is scaling analysis algorithms to large collections. Typically, analysis of audio signals utilizes sophisticated signal processing and machine learning techniques that require significant computational resources. Therefore, audio MIR is an area where computational resources are a significant bottleneck. For example, the number of pieces utilized in the majority of existing work in audio MIR is at most a few thousand files. Computing audio features over thousands files can sometimes take days of processing. In this paper, we describe how Marsyas-0.2, a free software framework for audio analysis and synthesis can be used to rapidly implement efficient distributed audio analysis algorithms. The framework is based on a dataflow architecture which facilitates partitioning of audio computations over multiple computers. Experimental results demonstrating the effectiveness of the proposed approach are presented."
John Ashley Burgoyne;Lawrence K. Saul,Learning Harmonic Relationships in Digital Audio with Dirichlet-Based Hidden Markov Models.,2005,https://doi.org/10.5281/zenodo.1414870,"J. Ashley Burgoyne, Department of Computer and Information Science, University of Pennsylvania;Lawrence K. Saul, Department of Computer and Information Science, University of Pennsylvania","Harmonic analysis is a standard musicological tool for understanding many pieces of Western classical music and making comparisons among them. This paper presents an approach to teach machines to analyze music in the same way that human music students do, by listening to musical recordings and performances. The approach uses a corpus of recorded Mozart symphonies and transforms the audio files into a series of normalized pitch class profile (PCP) vectors. Simplified rules of tonal harmony are encoded in a transition matrix, and a hidden Markov model (HMM) is used to train Dirichlet distributions for major and minor keys on the PCP vectors. The system successfully tracks chords and keys and shows promise for real-time implementation."
Giordano Ribeiro de Eulalio Cabral;François Pachet;Jean-Pierre Briot,Automatic X Traditional Descriptor Extraction: the Case of Chord Recognition.,2005,https://doi.org/10.5281/zenodo.1415702,"Giordano Cabral, LIP6 – Paris 6;François Pachet, Sony CSL Paris;Jean-Pierre Briot, LIP6 – Paris 6","Audio descriptor extraction is the activity of finding mathematical models which describe properties of the sound, requiring signal processing skills. The scientific literature presents a vast collection of descriptors (e.g. energy, tempo, tonality) each one representing a significant effort of research in finding an appropriate descriptor for a particular application. The Extractor Discovery System (EDS) is a recent approach for the discovery of such descriptors, which aim is to extract them automatically. This system can be useful for both non experts – who can let the system work fully automatically – and experts – who can start the system with an initial solution expecting it to enhance their results. Nevertheless, EDS still needs to be massively tested. We consider that its comparison with the results of problems already studied would be very useful to validate it as an effective tool. This work intends to perform the first part of this validation, comparing the results from classic approaches with EDS results when operated by a completely naïve user building a guitar chord recognizer."
Margaret Cahill;Donncha Ó Maidín,Melodic Similarity Algorithms -- Using Similarity Ratings for Development and Early Evaluation.,2005,https://doi.org/10.5281/zenodo.1415642,"Margaret Cahill, Centre for Computational Musicology and Computer Music, Department of Computer Science and Information Systems, University of Limerick, Ireland;Donncha Ó Maidín, Centre for Computational Musicology and Computer Music, Department of Computer Science and Information Systems, University of Limerick, Ireland","This paper focuses on gathering similarity ratings for use in the construction, optimization and evaluation of melodic similarity algorithms. The approach involves conducting listening experiments to gather these ratings for a piece in Theme and Variation form."
Domenico Cantone;Salvatore Cristofaro;Simone Faro,"On Tuning the (\delta, \alpha)-Sequential-Sampling Algorithm for \delta-Approximate Matching with Alpha-Bounded Gaps in Musical Sequences.",2005,https://doi.org/10.5281/zenodo.1417791,"Domenico Cantone, Universit`a di Catania, Dipartimento di Matematica e Informatica;Salvatore Cristofaro, Universit`a di Catania, Dipartimento di Matematica e Informatica;Simone Faro, Universit`a di Catania, Dipartimento di Matematica e Informatica","We present a very efficient variant of the (δ, α)-SEQUENTIAL-SAMPLING algorithm, recently introduced by the authors, for the δ-approximate string matching problem with α-bounded gaps, which often arises in many questions on musical information retrieval and musical analysis. Though it retains the same worst-case O(mn)-time and O(mα)-space complexity of its progenitor to compute the number of distinct δ-approximate α-gapped occurrences of a pattern of length m at each position in a text of length n, our new variant achieves an average O(n)-time complexity in practical cases. Extensive experimentations indicate that our algorithm is more efficient than existing solutions for the same problem, especially in the case of long patterns."
Domenico Cantone;Salvatore Cristofaro;Simone Faro,"Solving the (\delta, \alpha)-Approximate Matching Problem Under Transposition Invariance in Musical Sequences.",2005,https://doi.org/10.5281/zenodo.1416892,"Domenico Cantone, Universit`a di Catania, Dipartimento di Matematica e Informatica;Salvatore Cristofaro, Universit`a di Catania, Dipartimento di Matematica e Informatica;Simone Faro, Universit`a di Catania, Dipartimento di Matematica e Informatica","The δ-approximate matching problem arises in many questions concerning musical information retrieval and musical analysis. In the case in which gaps are not allowed between consecutive pitches of the melody, transposition invariance is automatically taken care of, provided that the musical melodies are encoded using the pitch interval encoding. However, in the case in which non-null gaps are allowed between consecutive pitches of the melodies, transposition invariance is not dealt with properly by the algorithms present in literature. In this paper, we propose two slightly different variants of the approximate matching problem under transposition invariance and for each of them provide an algorithm, obtained by adapting an efficient algorithm for the δ-approximate matching problem with α-bounded gaps."
Òscar Celma;Miquel Ramírez;Perfecto Herrera,Foafing the Music: A Music Recommendation System based on RSS Feeds and User Preferences.,2005,https://doi.org/10.5281/zenodo.1414800,"Oscar Celma, Music Technology Group, Universitat Pompeu Fabra, Barcelona, SPAIN;Miquel Ram´ırez, Music Technology Group, Universitat Pompeu Fabra, Barcelona, SPAIN;Perfecto Herrera, Music Technology Group, Universitat Pompeu Fabra, Barcelona, SPAIN","In this paper we give an overview of the Foaﬁng the Music system. The system uses the Friend of a Friend (FOAF) and Rich Site Summary (RSS) vocabularies for recommending music to a user, depending on her musical tastes. Music information (new album releases, related artists’ news and available audio) is gathered from thousands of RSS feeds —an XML format for syndicating Web content. On the other hand, FOAF documents are used to deﬁne user preferences. The presented system provides music discovery by means of: user proﬁling —deﬁned in the user’s FOAF description—, context-based information —extracted from music related RSS feeds— and content-based de- scriptions —extracted from the audio itself."
Wei Chai;Barry Vercoe,Detection of Key Change in Classical Piano Music.,2005,https://doi.org/10.5281/zenodo.1415538,"Wei Chai, MIT Media Laboratory;Barry Vercoe, MIT Media Laboratory","Tonality is an important aspect of musical structure. Detecting key of music is one of the major tasks in tonal analysis and will benefit semantic segmentation of music for indexing and searching. This paper presents an HMM-based approach for segmenting musical signals based on key change and identifying the key of each segment. Classical piano music was used in the experiment. The performance, evaluated by three proposed measures (recall, precision and label accuracy), demonstrates the promise of the method."
Sally Jo Cunningham;J. Stephen Downie;David Bainbridge 0001,"""The Pain, the Pain"": Modelling Music Information Behavior and the Songs We Hate.",2005,https://doi.org/10.5281/zenodo.1417209,"Sally Jo Cunningham, Dept. of Computer Science, University of Waikato, Hamilton, New Zealand;J. Stephen Downie, GSLIS, University of Illinois at Urbana-Champaign;David Bainbridge, Dept. of Computer Science, University of Waikato, Hamilton, New Zealand","The paper presents a grounded theory analysis of 395 user responses to the survey question, “What is the worst song ever?” Important factors uncovered include: lyric quality, the “earworm” effect, voice quality, the influence of associated music videos, over-exposure, perceptions of pretentiousness, and associations with unpleasant personal experiences."
Christophe Dalitz;Thomas Karsten,Using the Gamera Framework for Building a Lute Tablature Recognition System.,2005,https://doi.org/10.5281/zenodo.1416378,"Christoph Dalitz, Niederrhein University of Applied Sciences;Thomas Karsten, Niederrhein University of Applied Sciences","In this article we describe an optical recognition system for historic lute tablature prints that we have built with the aid of the Gamera toolkit for document analysis and recognition. We give recognition rates for various historic sources and show that our system works quite well on printed tablature sources using movable types. For engraved and manuscript sources, we discuss some principal current limitations of our system and Gamera."
Sven Degroeve;Koen Tanghe;Bernard De Baets;Marc Leman;Jean-Pierre Martens,A Simulated Annealing Optimization of Audio Features for Drum Classification.,2005,https://doi.org/10.5281/zenodo.1417311,"Sven Degroeve, Department of Applied Mathematics, Biometrics and Process Control, Ghent University, Belgium;Koen Tanghe, Department of Musicology (IPEM), Ghent University, Belgium;Bernard De Baets, Department of Applied Mathematics, Biometrics and Process Control, Ghent University, Belgium;Marc Leman, Department of Musicology (IPEM), Ghent University, Belgium;Jean-Pierre Martens, Department of Electronics and Information Systems (ELIS), Ghent University, Belgium",Current methods for the accurate recognition of instruments within music are based on discriminative data descriptors. These are features of the music fragment that capture the characteristics of the audio and suppress details that are redundant for the problem at hand. The extraction of such features from an audio signal requires the user to set certain parameters. We propose a method for optimizing the parameters for a particular task on the basis of the Simulated Annealing algorithm and Support Vector Machine classification. We show that using an optimized set of audio features improves the recognition accuracy of drum sounds in music fragments.
Ruth Dhanaraj;Beth Logan,Automatic Prediction of Hit Songs.,2005,https://doi.org/10.5281/zenodo.1417571,"Ruth Dhanaraj, Hewlett Packard Labs;Beth Logan, Hewlett Packard Labs","We explore the automatic analysis of music to identify likely hit songs. We extract both acoustic and lyric information from each song and separate hits from non-hits using standard classifiers, specifically Support Vector Machines and boosting classifiers. Our features are based on global sounds learnt in an unsupervised fashion from acoustic data or global topics learnt from a lyrics database. Experiments on a corpus of 1700 songs demonstrate performance that is much better than random. The lyric-based features are slightly more useful than the acoustic features in correctly identifying hit songs. Concatenating the two features does not produce significant improvements. Analysis of the lyric-based features shows that the absence of certain semantic information indicates that a song is more likely to be a hit."
Simon Dixon;Gerhard Widmer,MATCH: A Music Alignment Tool Chest.,2005,https://doi.org/10.5281/zenodo.1416952,"Simon Dixon, Austrian Research Institute for Artiﬁcial Intelligence;Gerhard Widmer, Department of Computational Perception, Johannes Kepler University Linz","We present MATCH, a toolkit for aligning audio recordings of different renditions of the same piece of music, based on an efficient implementation of a dynamic time warping algorithm. A forward path estimation algorithm constrains the alignment path so that dynamic time warping can be performed with time and space costs that are linear in the size of the audio files. Frames of audio are represented by a positive spectral difference vector, which emphasizes note onsets in the alignment process. In tests with Classical and Romantic piano music, the average alignment error was 41ms (median 20ms), with only 2 out of 683 test cases failing to align. The software is useful for content-based indexing of audio files and for the study of performance interpretation; it can also be used in real-time for tracking live performances. The toolkit also provides functions for displaying the cost matrix, the forward and backward paths, and any metadata associated with the recordings, which can be shown in real time as the alignment is computed."
Peter Jan O. Doets;Reginald L. Lagendijk,Extracting Quality Parameters for Compressed Audio from Fingerprints.,2005,https://doi.org/10.5281/zenodo.1416080,"P.J.O. Doets, Dept. of Mediamatics, Information and Communication Theory Group, Faculty of Electrical Engineering, Mathematics and Computer Science, Delft University of Technology;R.L. Lagendijk, Dept. of Mediamatics, Information and Communication Theory Group, Faculty of Electrical Engineering, Mathematics and Computer Science, Delft University of Technology","An audio fingerprint is a compact yet very robust representation of the perceptually relevant parts of audio content. It can be used to identify audio, even when severely distorted. Audio compression causes small changes in the fingerprint. We aim to exploit these small fingerprint differences due to compression to assess the perceptual quality of the compressed audio file. Analysis shows that for uncorrelated signals the Bit Error Rate (BER) is approximately inversely proportional to the square root of the Signal-to-Noise Ratio (SNR) of the signal. Experiments using real music confirm this relation. Further experiments show how the various local spectral characteristics cause a large variation in the behavior of the fingerprint difference as a function of SNR or the bitrate set for compression."
Douglas Eck;Norman Casagrande,Finding Meter in Music Using An Autocorrelation Phase Matrix and Shannon Entropy.,2005,https://doi.org/10.5281/zenodo.1415650,"Douglas Eck, University of Montreal;Norman Casagrande, University of Montreal","This paper introduces a novel way to detect metrical structure in music. We introduce a way to compute autocorrelation such that the distribution of energy in phase space is preserved in a matrix. The resulting autocorrelation phase matrix is useful for several tasks involving metrical structure. First we can use the matrix to enhance standard autocorrelation by calculating the Shannon entropy at each lag. This approach yields improved results for autocorrelation-based tempo induction. Second, we can efficiently search the matrix for combinations of lags that suggest particular metrical hierarchies. This approach yields a good model for predicting the meter of a piece of music. Finally, we can use the phase information in the matrix to align a candidate meter with music, making it possible to perform beat induction with an autocorrelation-based model. We present results for several meter prediction and tempo induction datasets, demonstrating that the approach is competitive with models designed specifically for these tasks. We also present preliminary beat induction results on a small set of artificial patterns."
Rebecca Fiebrink;Cory McKay;Ichiro Fujinaga,Combining D2K and JGAP for Efficient Feature Weighting for Classification Tasks in Music Information Retrieval.,2005,https://doi.org/10.5281/zenodo.1415754,"Rebecca Fiebrink, McGill University;Cory McKay, McGill University;Ichiro Fujinaga, McGill University","Music classification is an important aspect of music information retrieval research. Feature weighting is a tool that can improve the performance of classifiers, but it is often underutilized due to the time it takes to achieve optimal results. Genetic algorithms offer a solution at a reduced calculation time, but they can still be costly. This paper investigates the advantages of implementing genetic algorithms in a parallel computing environment to make feature weighting more affordable for researchers in music information retrieval."
David Gerhard,Pitch Track Target Deviation in Natural Singing.,2005,https://doi.org/10.5281/zenodo.1418115,"David Gerhard, Department of Computer Science, Department of Music, University of Regina","Unlike ﬁxed-pitch instruments such as the piano, human singing can stray from a target pitch by as much as a semitone while still being perceived as a single ﬁxed note. This paper presents a study of the difference between tar- get pitch and actualized pitch in natural singing. A set of 50 subjects singing the same melody and lyric is used to compare utterance styles. An algorithm for alignment of idealized template pitch tracks to measured frequency tracks is presented. Speciﬁc examples are discussed, and generalizations are made with respect to the types of devi- ations typical in human singing. Demographics, including the skill of the singer, are presented and discussed in the context of the pitch track deviation from the ideal."
Rob van Gulik;Fabio Vignoli,Visual Playlist Generation on the Artist Map.,2005,https://doi.org/10.5281/zenodo.1415206,"Rob van Gulik, Institute of Information and Computing Sciences, Utrecht University;Fabio Vignoli, Philips Research Laboratories","This paper describes a visual playlist creation method based on a previously designed visualization technique for large music collections. The method gives users high-level control over the contents of a playlist as well as the progression of songs in it, while minimizing the interaction requirements. An interesting feature of the technique is that it creates playlists that are independent of the underlying music collection, making them highly portable. Future work includes an extensive user evaluation to compare the described method with alternative techniques and to measure its qualities, such as the perceived ease of use and perceived usefulness."
Peyman Heydarian;Joshua D. Reiss,The Persian Music and the Santur Instrument.,2005,https://doi.org/10.5281/zenodo.1415048,"Peyman Heydarian, Centre For Digital Music, Queen Mary, University of London;Joshua D. Reiss, Centre For Digital Music, Queen Mary, University of London","Persian music has had a profound effect on various Eastern musical cultures, and also influenced Southern European and Northern African music. The Santur, a hammered dulcimer, is one of the most important instruments in Persia. In this paper, Persian music and the Santur instrument are explained and analyzed. Techniques for fundamental frequency detection are applied to data acquired from the Santur and results are reported."
Helge Homburg;Ingo Mierswa;Bülent Möller;Katharina Morik;Michael Wurst,A Benchmark Dataset for Audio Classification and Clustering.,2005,https://doi.org/10.5281/zenodo.1417065,"Helge Homburg, University of Dortmund, AI Unit;Ingo Mierswa, University of Dortmund, AI Unit;B¨ulent M¨oller, University of Dortmund, AI Unit;Katharina Morik, University of Dortmund, AI Unit;Michael Wurst, University of Dortmund, AI Unit","We present a freely available benchmark dataset for audio classification and clustering. This dataset consists of 10 seconds samples of 1886 songs obtained from the Garageband site. Beside the audio clips themselves, textual metadata is provided for the individual songs. The songs are classified into 9 genres. In addition to the genre information, our dataset also consists of 24 hierarchical cluster models created manually by a group of users. This enables a user-centric evaluation of audio classification and clustering algorithms and gives researchers the opportunity to test the performance of their methods on heterogeneous data. We first give a motivation for assembling our benchmark dataset. Then we describe the dataset and its elements in more detail. Finally, we present some initial results using a set of audio features generated by a feature construction approach."
